event,date,doi,title,author,selectedPublicationsCount,posInSuggestions,activationSourceComponent,actionDetails
Pub added,13:19:16,10.1093/gigascience/giy083,,,,,
Pub added,13:19:16,10.1109/tvcg.2017.2744818,,,,,
Pub added,13:19:16,10.1186/1471-2105-16-s11-s5,,,,,
Update,13:19:16,,,,,,,3
Pub suggested,13:19:22,10.1111/j.1467-8659.2012.03125.x,A Taxonomy of Visual Cluster Separation Factors,Sedlmair et al.,3,1,
Pub suggested,13:19:22,10.1016/0377-0427(87)90125-7,Silhouettes: a graphical aid to the interpretation and validation of cluster analysis,Rousseeuw,3,2,
Pub suggested,13:19:22,10.1111/j.1469-1809.1936.tb02137.x,The USE of MULTIPLE MEASUREMENTS in TAXONOMIC PROBLEMS,Fisher,3,3,
Pub suggested,13:19:22,10.1007/978-1-0716-3259-8_9,Standardization of Single-Cell RNA-Sequencing Analysis Workflow to Study Drosophila Ovary,Chatterjee and Deng,3,4,
Pub suggested,13:19:22,10.1101/2023.04.06.535805,An experimental comparison of the Digital Spatial Profiling and Visium spatial transcriptomics technologies for cancer research,Wang et al.,3,5,
Pub suggested,13:19:22,10.1371/journal.pbio.3001852,FOXP1 orchestrates neurogenesis in human cortical basal radial glial cells,Park et al.,3,6,
Pub suggested,13:19:22,10.1007/7651_2022_476,Lineage Tracing by Single-Cell Transcriptomics Decoding Dynamics of Lineage Commitment,Yu and Cheng,3,7,
Pub suggested,13:19:22,10.3389/fimmu.2022.1099357,Single-cell transcriptomics reveals striking heterogeneity and functional organization of dendritic and monocytic cells in the bovine mesenteric lymph node,Barut et al.,3,8,
Pub suggested,13:19:22,10.1101/2023.08.21.553751,Olfactomedin-4+neutrophils exacerbate intestinal epithelial damage and worsen host survival afterClostridioides difficileinfection,Huber et al.,3,9,
Pub suggested,13:19:22,10.1016/j.molcel.2023.05.017,Minor intron splicing is critical for survival of lethal prostate cancer,Augspach et al.,3,10,
Pub suggested,13:19:22,10.1101/2022.02.07.479069,Increased H3K27 trimethylation contributes to cone survival in a mouse model of cone dystrophy,Miller et al.,3,11,
Pub suggested,13:19:22,10.1038/s41598-022-08561-x,Altered intercellular communication and extracellular matrix signaling as a potential disease mechanism in human hypertrophic cardiomyopathy,Larson et al.,3,12,
Pub suggested,13:19:22,10.1007/s00018-022-04436-6,Increased H3K27 trimethylation contributes to cone survival in a mouse model of cone dystrophy,Miller et al.,3,13,
Pub suggested,13:19:22,10.1002/glia.24230,Regional and age‐related diversity of human mature oligodendrocytes,Yaqubi et al.,3,14,
Pub suggested,13:19:22,10.1101/2022.01.09.475571,Porcine intestinal innate lymphoid cells and lymphocyte spatial context revealed through single-cell RNA sequencing,Wiarda et al.,3,15,
Pub suggested,13:19:22,10.1038/s41586-022-04552-0,Human distal airways contain a multipotent secretory cell that can regenerate alveoli,Basil et al.,3,16,
Pub suggested,13:19:22,10.1109/vis54862.2022.00023,Guided Data Discovery in Interactive Visualizations via Active Search,Monadjemi et al.,3,17,
Pub suggested,13:19:22,10.1186/s13024-022-00584-2,Single-cell microglial transcriptomics during demyelination defines a microglial state required for lytic carcass clearance,Zia et al.,3,18,
Pub suggested,13:19:22,10.1101/2022.02.01.478732,A multi-omics approach to visualize early neuronal differentiation in 4D,Samara et al.,3,19,
Pub suggested,13:19:22,10.1101/2021.03.22.436502,VICTOR: a visual analytics web application for comparing cluster sets,Karatzas et al.,3,20,
Pub suggested,13:19:22,10.1101/2021.10.12.464159,Haplotype mapping uncovers unexplored variation in wild and domesticated soybean at the major protein locus cqProt-003,Marsh et al.,3,21,
Pub suggested,13:19:22,10.1371/journal.ppat.1009799,Single-cell transcriptomic analyses of T cells in chronic HCV-infected patients dominated by DAA-induced interferon signaling changes,Burchill et al.,3,22,
Pub suggested,13:19:22,10.1186/s12880-021-00640-1,Three-stage segmentation of lung region from CT images using deep neural networks,Osadebey et al.,3,23,
Pub suggested,13:19:22,10.1101/2021.12.18.21268004,Altered Intercellular Communication and Extracellular Matrix Signaling as a Potential Disease Mechanism in Human Hypertrophic Cardiomyopathy,Larson et al.,3,24,
Pub suggested,13:19:22,10.1038/s41467-021-24157-x,Unexpected contribution of fibroblasts to muscle lineage as a mechanism for limb muscle patterning,Esteves de Lima et al.,3,25,
Pub suggested,13:19:22,10.1109/vis49827.2021.9623326,Does the Layout Really Matter? a Study on Visual Model Accuracy Estimation,Grossmann et al.,3,26,
Pub suggested,13:19:22,10.1038/s41596-021-00561-x,Prioritization of cell types responsive to biological perturbations in single-cell data with Augur,Squair et al.,3,27,
Pub suggested,13:19:22,10.1101/2021.12.22.473889,Ureter single-cell and spatial mapping reveal cell types_ architecture_ and signaling networks,Fink et al.,3,28,
Pub suggested,13:19:22,10.1242/dev.199607,Skeletal stem cell fate defects caused by Pdgfrb activating mutation,Kwon et al.,3,29,
Pub suggested,13:19:22,10.1016/j.eswa.2020.114493,TCD2: Tree-based community detection in dynamic social networks,Mishra et al.,3,30,
