event,date,doi,selectedPublicationsCount,posInSuggestions,activationSourceComponent,actionDetails
Pub qd for selected,11:25:45,10.1109/tvcg.2015.2467757,0,0,import
Pub qd for selected,11:26:11,10.1002/asi.24171,0,0,import
Pub qd for selected,11:26:22,10.1109/tvcg.2015.2467621,0,0,import
Pub added,11:26:24,10.1109/tvcg.2015.2467757,,,
Pub added,11:26:24,10.1002/asi.24171,,,
Pub added,11:26:24,10.1109/tvcg.2015.2467621,,,
Update,11:26:24,,,,,3
Pub suggested,11:26:27,10.1145/3399715.3399830,3,1,
Pub suggested,11:26:27,10.1109/tvcg.2016.2610422,3,2,
Pub suggested,11:26:27,10.1109/tvcg.2016.2598667,3,3,
Pub suggested,11:26:27,10.1109/tvcg.2012.252,3,4,
Pub suggested,11:26:27,10.1002/asi.22652,3,5,
Pub suggested,11:26:27,10.1109/access.2022.3153027,3,6,
Pub suggested,11:26:27,10.1145/3531073.3534466,3,7,
Pub suggested,11:26:27,10.3390/jpm12091359,3,8,
Pub suggested,11:26:27,10.1016/j.cag.2022.02.005,3,9,
Pub suggested,11:26:27,10.1145/3406522.3446037,3,10,
Pub suggested,11:26:27,10.1007/s11192-021-03959-2,3,11,
Pub suggested,11:26:27,10.1109/tvcg.2018.2873011,3,12,
Pub suggested,11:26:27,10.1007/s12650-020-00688-1,3,13,
Pub suggested,11:26:27,10.1109/tvcg.2018.2834341,3,14,
Pub suggested,11:26:27,10.1109/access.2019.2929754,3,15,
Pub suggested,11:26:27,10.1007/s00371-019-01721-7,3,16,
Pub suggested,11:26:27,10.1109/tvcg.2017.2752166,3,17,
Pub suggested,11:26:27,10.15701/kcgs.2016.22.5.27,3,18,
Pub suggested,11:26:27,10.1109/tvcg.2013.167,3,19,
Pub suggested,11:26:27,10.1109/tvcg.2012.324,3,20,
Pub suggested,11:26:27,10.1109/tvcg.2010.85,3,21,
Pub suggested,11:26:27,10.1002/asi.20317,3,22,
Pub suggested,11:26:27,10.1145/1056808.1057069,3,23,
Pub suggested,11:26:27,10.1145/223904.223912,3,24,
Pub suggested,11:26:27,10.1109/mcg.2022.3161767,3,25,
Pub suggested,11:26:27,10.1109/tvcg.2021.3114821,3,26,
Pub suggested,11:26:27,10.1007/978-981-15-4409-5_63,3,27,
Pub suggested,11:26:27,10.4018/ijdst.2019040101,3,28,
Pub suggested,11:26:27,10.1007/s12650-019-00615-z,3,29,
Pub suggested,11:26:27,10.1007/s11192-019-03057-4,3,30,
Pub suggested,11:26:27,10.1051/matecconf/201824603026,3,31,
Pub suggested,11:26:27,10.1007/s12650-018-0515-1,3,32,
Pub suggested,11:26:27,10.1109/access.2018.2815030,3,33,
Pub suggested,11:26:27,10.1007/s12650-017-0462-2,3,34,
Pub suggested,11:26:27,10.1109/tvcg.2016.2615308,3,35,
Pub suggested,11:26:27,10.1111/cgf.13217,3,36,
Pub suggested,11:26:27,10.1109/bdva.2017.8114622,3,37,
Pub suggested,11:26:27,10.1007/s11432-016-0428-2,3,38,
Pub suggested,11:26:27,10.1145/2911451.2911546,3,39,
Pub suggested,11:26:27,10.1109/icpc.2015.24,3,40,
Pub suggested,11:26:27,10.1002/meet.14505001041,3,41,
Pub suggested,11:26:27,10.1145/2505515.2505644,3,42,
Pub suggested,11:26:27,10.1109/mcg.2011.103,3,43,
Pub suggested,11:26:27,10.1111/j.1467-8659.2011.01921.x,3,44,
Pub suggested,11:26:27,10.1038/nature05670,3,45,
Pub suggested,11:26:27,10.1109/mcg.2006.5,3,46,
Pub suggested,11:26:27,10.1016/j.acalib.2005.04.005,3,47,
Pub suggested,11:26:27,10.1007/3-540-45735-6_1,3,48,
Pub suggested,11:26:27,10.1145/258549.258563,3,49,
Pub suggested,11:26:27,10.1108/eb026526,3,50,
Keywords updated,11:26:55,,,,,vis_ cit
Pub suggested,11:26:55,10.1007/s11192-021-03959-2,3,1,
Pub suggested,11:26:55,10.1002/asi.20317,3,2,
Pub suggested,11:26:55,10.1109/tvcg.2016.2610422,3,3,
Pub suggested,11:26:55,10.1109/tvcg.2016.2598667,3,4,
Pub suggested,11:26:55,10.1002/asi.22652,3,5,
Pub suggested,11:26:55,10.1109/access.2022.3153027,3,6,
Pub suggested,11:26:55,10.1145/3531073.3534466,3,7,
Pub suggested,11:26:55,10.1145/3406522.3446037,3,8,
Pub suggested,11:26:55,10.1109/tvcg.2018.2873011,3,9,
Pub suggested,11:26:55,10.1007/s12650-020-00688-1,3,10,
Pub suggested,11:26:55,10.1109/tvcg.2018.2834341,3,11,
Pub suggested,11:26:55,10.1109/access.2019.2929754,3,12,
Pub suggested,11:26:55,10.1109/tvcg.2017.2752166,3,13,
Pub suggested,11:26:55,10.15701/kcgs.2016.22.5.27,3,14,
Pub suggested,11:26:55,10.1109/tvcg.2013.167,3,15,
Pub suggested,11:26:55,10.1109/tvcg.2012.324,3,16,
Pub suggested,11:26:55,10.1109/tvcg.2010.85,3,17,
Pub suggested,11:26:55,10.1145/223904.223912,3,18,
Pub suggested,11:26:55,10.1145/3399715.3399830,3,19,
Pub suggested,11:26:55,10.1109/tvcg.2012.252,3,20,
Pub suggested,11:26:55,10.3390/jpm12091359,3,21,
Pub suggested,11:26:55,10.1016/j.cag.2022.02.005,3,22,
Pub suggested,11:26:55,10.1109/mcg.2022.3161767,3,23,
Pub suggested,11:26:55,10.1109/tvcg.2021.3114821,3,24,
Pub suggested,11:26:55,10.1007/978-981-15-4409-5_63,3,25,
Pub suggested,11:26:55,10.1007/s00371-019-01721-7,3,26,
Pub suggested,11:26:55,10.4018/ijdst.2019040101,3,27,
Pub suggested,11:26:55,10.1007/s12650-019-00615-z,3,28,
Pub suggested,11:26:55,10.1007/s12650-018-0515-1,3,29,
Pub suggested,11:26:55,10.1109/access.2018.2815030,3,30,
Pub suggested,11:26:55,10.1007/s12650-017-0462-2,3,31,
Pub suggested,11:26:55,10.1109/tvcg.2016.2615308,3,32,
Pub suggested,11:26:55,10.1111/cgf.13217,3,33,
Pub suggested,11:26:55,10.1109/bdva.2017.8114622,3,34,
Pub suggested,11:26:55,10.1007/s11432-016-0428-2,3,35,
Pub suggested,11:26:55,10.1145/2911451.2911546,3,36,
Pub suggested,11:26:55,10.1109/mcg.2011.103,3,37,
Pub suggested,11:26:55,10.1111/j.1467-8659.2011.01921.x,3,38,
Pub suggested,11:26:55,10.1109/mcg.2006.5,3,39,
Pub suggested,11:26:55,10.1145/1056808.1057069,3,40,
Pub suggested,11:26:55,10.1108/eb026526,3,41,
Pub suggested,11:26:55,10.1007/s11192-019-03057-4,3,42,
Pub suggested,11:26:55,10.1051/matecconf/201824603026,3,43,
Pub suggested,11:26:55,10.1109/icpc.2015.24,3,44,
Pub suggested,11:26:55,10.1002/meet.14505001041,3,45,
Pub suggested,11:26:55,10.1145/2505515.2505644,3,46,
Pub suggested,11:26:55,10.1038/nature05670,3,47,
Pub suggested,11:26:55,10.1016/j.acalib.2005.04.005,3,48,
Pub suggested,11:26:55,10.1007/3-540-45735-6_1,3,49,
Pub suggested,11:26:55,10.1145/258549.258563,3,50,
Pub activated,11:26:58,10.1007/s11192-021-03959-2,3,1,suggested
Pub qd for selected,11:27:17,10.1007/s11192-021-03959-2,3,1,suggested
Pub activated,11:27:30,10.1002/asi.20317,3,2,suggested
Pub activated,11:28:17,10.1002/asi.20317,3,2,suggested
Pub qd for selected,11:28:34,10.1002/asi.20317,3,2,suggested
Pub added,11:28:45,10.1007/s11192-021-03959-2,,,
Pub added,11:28:45,10.1002/asi.20317,,,
Pub suggested,11:28:49,10.1109/tvcg.2016.2598667,5,1,
Pub suggested,11:28:49,10.1109/tvcg.2016.2610422,5,2,
Pub suggested,11:28:49,10.1002/asi.22652,5,3,
Pub suggested,11:28:49,10.1145/3531073.3534466,5,4,
Pub suggested,11:28:49,10.1109/access.2022.3153027,5,5,
Pub suggested,11:28:49,10.1145/3406522.3446037,5,6,
Pub suggested,11:28:49,10.1007/s12650-020-00688-1,5,7,
Pub suggested,11:28:49,10.1109/tvcg.2018.2873011,5,8,
Pub suggested,11:28:49,10.1109/tvcg.2018.2834341,5,9,
Pub suggested,11:28:49,10.1109/access.2019.2929754,5,10,
Pub suggested,11:28:49,10.1109/tvcg.2017.2752166,5,11,
Pub suggested,11:28:49,10.15701/kcgs.2016.22.5.27,5,12,
Pub suggested,11:28:49,10.1109/tvcg.2013.167,5,13,
Pub suggested,11:28:49,10.1109/tvcg.2012.324,5,14,
Pub suggested,11:28:49,10.1109/tvcg.2010.85,5,15,
Pub suggested,11:28:49,10.1111/j.1467-8659.2011.01921.x,5,16,
Pub suggested,11:28:49,10.1109/2945.981848,5,17,
Pub suggested,11:28:49,10.1016/s0306-4573(98)00068-5,5,18,
Pub suggested,11:28:49,10.1145/223904.223912,5,19,
Pub suggested,11:28:49,10.1145/3399715.3399830,5,20,
Pub suggested,11:28:49,10.1109/tvcg.2012.252,5,21,
Pub suggested,11:28:49,10.1109/infvis.2004.77,5,22,
Pub suggested,11:28:49,10.1016/j.cag.2022.02.005,5,23,
Pub suggested,11:28:49,10.3390/jpm12091359,5,24,
Pub suggested,11:28:49,10.1109/tvcg.2021.3114821,5,25,
Pub suggested,11:28:49,10.1109/tvcg.2020.3030387,5,26,
Pub suggested,11:28:49,10.1109/vis47514.2020.00052,5,27,
Pub suggested,11:28:49,10.1007/s00371-019-01721-7,5,28,
Pub suggested,11:28:49,10.1007/978-3-030-33723-0_23,5,29,
Pub suggested,11:28:49,10.1145/3105971.3105981,5,30,
Pub suggested,11:28:49,10.1145/2851581.2892334,5,31,
Pub suggested,11:28:49,10.1145/1124772.1124919,5,32,
Pub suggested,11:28:49,10.1109/tvcg.2006.142,5,33,
Pub suggested,11:28:49,10.1145/1056808.1057069,5,34,
Pub suggested,11:28:49,10.1073/pnas.0507655102,5,35,
Pub suggested,11:28:49,10.1056/nejmsa013404,5,36,
Pub suggested,11:28:49,10.1108/eb026526,5,37,
Pub suggested,11:28:49,10.1002/asi.5090140103,5,38,
Pub suggested,11:28:49,10.1109/access.2022.3166256,5,39,
Pub suggested,11:28:49,10.2478/dim-2020-0006,5,40,
Pub suggested,11:28:49,10.1109/tvcg.2019.2934667,5,41,
Pub suggested,11:28:49,10.1007/s11192-019-03057-4,5,42,
Pub suggested,11:28:49,10.1109/tvcg.2017.2723393,5,43,
Pub suggested,11:28:49,10.1145/2350036.2350040,5,44,
Pub suggested,11:28:49,10.1561/1500000024,5,45,
Pub suggested,11:28:49,10.1109/tvcg.2011.169,5,46,
Pub suggested,11:28:49,10.1145/1401890.1402008,5,47,
Pub suggested,11:28:49,10.1145/1183614.1183671,5,48,
Pub suggested,11:28:49,10.1002/(sici)1097-4571(199401)45:1<31::aid-asi4>3.0.co;2-g,5,49,
Pub suggested,11:28:49,10.1177/016555158901500406,5,50,
Update,11:28:50,,,,,5
Network expanded,11:28:57,,,,,
Network mode changed,11:28:59,,,,,Timeline
Pub activated,11:29:37,10.1109/tvcg.2016.2598667,5,1,network
Pub qd for selected,11:30:16,10.1109/tvcg.2016.2598667,5,1,network
Network collapsed,11:30:18,,,,,
Pub added,11:30:36,10.1109/tvcg.2016.2598667,,,
Pub suggested,11:30:41,10.1016/j.jvlc.2018.08.007,6,1,
Pub suggested,11:30:41,10.1002/asi.22652,6,2,
Pub suggested,11:30:41,10.1109/tvcg.2018.2834341,6,3,
Pub suggested,11:30:41,10.1109/access.2019.2929754,6,4,
Pub suggested,11:30:41,10.1109/tvcg.2016.2610422,6,5,
Pub suggested,11:30:41,10.1109/tvcg.2012.324,6,6,
Pub suggested,11:30:41,10.1145/3531073.3534466,6,7,
Pub suggested,11:30:41,10.1109/access.2022.3153027,6,8,
Pub suggested,11:30:41,10.1145/3406522.3446037,6,9,
Pub suggested,11:30:41,10.3390/app10207248,6,10,
Pub suggested,11:30:41,10.1007/s41095-020-0191-7,6,11,
Pub suggested,11:30:41,10.1109/tvcg.2018.2873011,6,12,
Pub suggested,11:30:41,10.1007/s12650-020-00688-1,6,13,
Pub suggested,11:30:41,10.1016/j.csl.2019.02.004,6,14,
Pub suggested,11:30:41,10.1109/tvcg.2017.2752166,6,15,
Pub suggested,11:30:41,10.15701/kcgs.2016.22.5.27,6,16,
Pub suggested,11:30:41,10.1109/tvcg.2013.167,6,17,
Pub suggested,11:30:41,10.1109/tvcg.2013.162,6,18,
Pub suggested,11:30:41,10.1111/j.1467-8659.2011.01921.x,6,19,
Pub suggested,11:30:41,10.1109/tvcg.2010.85,6,20,
Pub suggested,11:30:41,10.1145/1835804.1835827,6,21,
Pub suggested,11:30:41,10.1109/tvcg.2009.202,6,22,
Pub suggested,11:30:41,10.1109/2945.981848,6,23,
Pub suggested,11:30:41,10.1145/302979.303148,6,24,
Pub suggested,11:30:41,10.1145/223904.223912,6,25,
Pub suggested,11:30:41,10.3390/jpm12091359,6,26,
Pub suggested,11:30:41,10.1016/j.cag.2022.02.005,6,27,
Pub suggested,11:30:41,10.1145/3399715.3399830,6,28,
Pub suggested,11:30:41,10.1007/s00371-019-01721-7,6,29,
Pub suggested,11:30:41,10.1109/tvcg.2012.252,6,30,
Pub suggested,11:30:41,10.1145/3385729,6,31,
Pub suggested,11:30:41,10.1109/iv.2019.00041,6,32,
Pub suggested,11:30:41,10.1109/access.2019.2935471,6,33,
Pub suggested,11:30:41,10.1007/978-3-030-23584-0_12,6,34,
Pub suggested,11:30:41,10.1007/s12650-018-0531-1,6,35,
Pub suggested,11:30:41,10.1145/3105971.3105981,6,36,
Pub suggested,11:30:41,10.1109/tvcg.2013.212,6,37,
Pub suggested,11:30:41,10.1145/2339530.2339706,6,38,
Pub suggested,11:30:41,10.1109/tvcg.2006.142,6,39,
Pub suggested,11:30:41,10.1073/pnas.0507655102,6,40,
Pub suggested,11:30:41,10.1145/1056808.1057069,6,41,
Pub suggested,11:30:41,10.1002/aris.1440370106,6,42,
Pub suggested,11:30:41,10.1002/asi.10225,6,43,
Pub suggested,11:30:41,10.1108/eb026695,6,44,
Pub suggested,11:30:41,10.1002/asi.5090140103,6,45,
Pub suggested,11:30:41,10.1177/14738716211044829,6,46,
Pub suggested,11:30:41,10.1109/vis4dh51463.2020.00006,6,47,
Pub suggested,11:30:41,10.1002/asi.23680,6,48,
Pub suggested,11:30:41,10.1145/1183614.1183671,6,49,
Pub suggested,11:30:41,10.1108/eb026562,6,50,
Update,11:30:41,,,,,6
Pub activated,11:30:43,10.1016/j.jvlc.2018.08.007,6,1,suggested
Pub qd for selected,11:31:3,10.1016/j.jvlc.2018.08.007,6,1,suggested
Pub added,11:31:6,10.1016/j.jvlc.2018.08.007,,,
Pub suggested,11:31:8,10.1109/access.2019.2932051,7,1,
Pub suggested,11:31:8,10.1002/asi.22652,7,2,
Pub suggested,11:31:8,10.1109/access.2019.2929754,7,3,
Pub suggested,11:31:8,10.1109/tvcg.2018.2834341,7,4,
Pub suggested,11:31:8,10.1109/tvcg.2016.2610422,7,5,
Pub suggested,11:31:8,10.1109/tvcg.2012.324,7,6,
Pub suggested,11:31:8,10.1109/access.2022.3153027,7,7,
Pub suggested,11:31:8,10.1145/3531073.3534466,7,8,
Pub suggested,11:31:8,10.1145/3406522.3446037,7,9,
Pub suggested,11:31:8,10.3390/app10207248,7,10,
Pub suggested,11:31:8,10.1007/s12650-020-00688-1,7,11,
Pub suggested,11:31:8,10.1109/tvcg.2018.2873011,7,12,
Pub suggested,11:31:8,10.1007/s41095-020-0191-7,7,13,
Pub suggested,11:31:8,10.1016/j.csl.2019.02.004,7,14,
Pub suggested,11:31:8,10.1109/access.2018.2815030,7,15,
Pub suggested,11:31:8,10.1109/tvcg.2017.2752166,7,16,
Pub suggested,11:31:8,10.1109/tvcg.2016.2615308,7,17,
Pub suggested,11:31:8,10.15701/kcgs.2016.22.5.27,7,18,
Pub suggested,11:31:8,10.1109/tvcg.2013.167,7,19,
Pub suggested,11:31:8,10.1109/tvcg.2013.162,7,20,
Pub suggested,11:31:8,10.1111/j.1467-8659.2011.01921.x,7,21,
Pub suggested,11:31:8,10.1109/tvcg.2010.85,7,22,
Pub suggested,11:31:8,10.1145/1835804.1835827,7,23,
Pub suggested,11:31:8,10.1109/tvcg.2009.202,7,24,
Pub suggested,11:31:8,10.1109/2945.981848,7,25,
Pub suggested,11:31:8,10.1145/302979.303148,7,26,
Pub suggested,11:31:8,10.1145/223904.223912,7,27,
Pub suggested,11:31:8,10.1016/j.cag.2022.02.005,7,28,
Pub suggested,11:31:8,10.3390/jpm12091359,7,29,
Pub suggested,11:31:8,10.1145/3399715.3399830,7,30,
Pub suggested,11:31:8,10.1007/s00371-019-01721-7,7,31,
Pub suggested,11:31:8,10.1109/tvcg.2012.252,7,32,
Pub suggested,11:31:8,10.1145/3385729,7,33,
Pub suggested,11:31:8,10.1007/s12650-019-00597-y,7,34,
Pub suggested,11:31:8,10.1016/j.visinf.2019.06.002,7,35,
Pub suggested,11:31:8,10.1007/s12650-018-0531-1,7,36,
Pub suggested,11:31:8,10.1109/tvcg.2013.212,7,37,
Pub suggested,11:31:8,10.1145/2339530.2339706,7,38,
Pub suggested,11:31:8,10.1145/2348283.2348298,7,39,
Pub suggested,11:31:8,10.1007/s11192-006-0144-7,7,40,
Pub suggested,11:31:8,10.1073/pnas.0507655102,7,41,
Pub suggested,11:31:8,10.1145/1056808.1057069,7,42,
Pub suggested,11:31:8,10.1007/s00799-004-0111-y,7,43,
Pub suggested,11:31:8,10.1056/nejmsa013404,7,44,
Pub suggested,11:31:8,10.1002/asi.5090140103,7,45,
Pub suggested,11:31:8,10.1145/2505515.2505644,7,46,
Pub suggested,11:31:8,10.1001/jama.295.1.90,7,47,
Pub suggested,11:31:8,10.1023/a:1005647328460,7,48,
Pub suggested,11:31:8,10.1177/0193841x9401800110,7,49,
Pub suggested,11:31:8,10.1002/asi.5090110105,7,50,
Update,11:31:8,,,,,7
Keywords updated,11:31:28,,,,,vis_ cit_ score_ rank
Pub suggested,11:31:28,10.1109/access.2019.2932051,7,1,
Pub suggested,11:31:28,10.1002/asi.22652,7,2,
Pub suggested,11:31:28,10.1109/access.2019.2929754,7,3,
Pub suggested,11:31:28,10.1109/tvcg.2018.2834341,7,4,
Pub suggested,11:31:28,10.1109/tvcg.2016.2610422,7,5,
Pub suggested,11:31:28,10.1109/tvcg.2012.324,7,6,
Pub suggested,11:31:28,10.1109/access.2022.3153027,7,7,
Pub suggested,11:31:28,10.1145/3531073.3534466,7,8,
Pub suggested,11:31:28,10.1145/3406522.3446037,7,9,
Pub suggested,11:31:28,10.3390/app10207248,7,10,
Pub suggested,11:31:28,10.1007/s12650-020-00688-1,7,11,
Pub suggested,11:31:28,10.1109/tvcg.2018.2873011,7,12,
Pub suggested,11:31:28,10.1007/s41095-020-0191-7,7,13,
Pub suggested,11:31:28,10.1016/j.csl.2019.02.004,7,14,
Pub suggested,11:31:28,10.1109/access.2018.2815030,7,15,
Pub suggested,11:31:28,10.1109/tvcg.2017.2752166,7,16,
Pub suggested,11:31:28,10.1109/tvcg.2016.2615308,7,17,
Pub suggested,11:31:28,10.15701/kcgs.2016.22.5.27,7,18,
Pub suggested,11:31:28,10.1109/tvcg.2013.167,7,19,
Pub suggested,11:31:28,10.1109/tvcg.2013.162,7,20,
Pub suggested,11:31:28,10.1111/j.1467-8659.2011.01921.x,7,21,
Pub suggested,11:31:28,10.1109/tvcg.2010.85,7,22,
Pub suggested,11:31:28,10.1145/1835804.1835827,7,23,
Pub suggested,11:31:28,10.1109/tvcg.2009.202,7,24,
Pub suggested,11:31:28,10.1109/2945.981848,7,25,
Pub suggested,11:31:28,10.1145/302979.303148,7,26,
Pub suggested,11:31:28,10.1145/223904.223912,7,27,
Pub suggested,11:31:28,10.1016/j.cag.2022.02.005,7,28,
Pub suggested,11:31:28,10.3390/jpm12091359,7,29,
Pub suggested,11:31:28,10.1145/3399715.3399830,7,30,
Pub suggested,11:31:28,10.1007/s00371-019-01721-7,7,31,
Pub suggested,11:31:28,10.1109/tvcg.2012.252,7,32,
Pub suggested,11:31:28,10.1145/3385729,7,33,
Pub suggested,11:31:28,10.1007/s12650-019-00597-y,7,34,
Pub suggested,11:31:28,10.1016/j.visinf.2019.06.002,7,35,
Pub suggested,11:31:28,10.1007/s12650-018-0531-1,7,36,
