event,date,doi,title,author,selectedPublicationsCount,posInSuggestions,activationSourceComponent,actionDetails
Pub added,16:17:48,10.1016/j.visinf.2019.03.002,,,,,
Pub added,16:17:48,10.1109/tvcg.2017.2744818,,,,,
Pub added,16:17:48,10.1007/s00371-018-1500-3,,,,,
Pub added,16:17:48,10.1186/1471-2105-16-s11-s5,,,,,
Pub added,16:17:48,10.3390/app122211386,,,,,
Pub added,16:17:48,10.1007/s00371-022-02648-2,,,,,
Pub added,16:17:48,10.1109/tvcg.2018.2864477,,,,,
Pub added,16:17:48,10.1631/fitee.1900549,,,,,
Pub added,16:17:48,10.1109/tvcg.2017.2745085,,,,,
Pub added,16:17:48,10.1109/tvcg.2012.277,,,,,
Pub added,16:17:48,10.1109/tvcg.2020.3002166,,,,,
Pub added,16:17:48,10.1109/tvcg.2022.3209423,,,,,
Pub added,16:17:48,10.1109/vast.2012.6400492,,,,,
Pub added,16:17:48,10.1111/j.1467-8659.2012.03108.x,,,,,
Pub added,16:17:48,10.1117/12.810093,,,,,
Update,16:17:48,,,,,,,15
Pub suggested,16:17:58,10.1111/cgf.14034,The State of the Art in Enhancing Trust in Machine Learning Models with the Use of Visualizations,Chatzimparmpas et al.,15,1,
Pub suggested,16:17:58,10.1007/s41095-020-0191-7,A survey of visual analytics techniques for machine learning,Yuan et al.,15,2,
Pub suggested,16:17:58,10.1111/cgf.13406,Towards User‐Centered Active Learning Algorithms,Bernard et al.,15,3,
Pub suggested,16:17:58,10.1145/3439333,A Taxonomy of Property Measures to Unify Active Learning and Human-centered Approaches to Data Labeling,Bernard et al.,15,4,
Pub suggested,16:17:58,10.1111/cgf.14329,A Survey of Human‐Centered Evaluations in Human‐Centered Machine Learning,Sperrle et al.,15,5,
Pub suggested,16:17:58,10.1145/3429448,QuestionComb: a Gamification Approach for the Visual Explanation of Linguistic Phenomena through Interactive Labeling,Sevastjanova et al.,15,6,
Pub suggested,16:17:58,10.1007/s12650-019-00580-7,An interactive visual analytics approach for network anomaly detection through smart labeling,Fan et al.,15,7,
Pub suggested,16:17:58,10.1145/3301275.3302280,Towards rapid interactive machine learning:  evaluating tradeoffs of classification without representation,Arendt et al.,15,8,
Pub suggested,16:17:58,10.1145/2836034.2836035,A visual active learning system for the assessment of patient well-being in prostate cancer research,Bernard et al.,15,9,
Pub suggested,16:17:58,10.1109/icdmw.2010.181,User-Based Active Learning,Seifert and Granitzer,15,10,
