event,date,doi,numberOfSelectedPubs,additionalData
Pub is suggested,18:3:8,10.1109/tvcg.2013.162,6
Pub is suggested,18:3:8,10.1109/mcg.2011.103,6
Pub is suggested,18:3:8,10.1109/tvcg.2013.212,6
Pub is suggested,18:3:8,10.1007/978-981-15-4409-5_63,6
Pub is suggested,18:3:8,10.1109/icdim.2009.5356798,6
Pub is suggested,18:3:8,10.3390/informatics4020011,6
Pub is suggested,18:3:8,10.1145/3356422.3356430,6
Pub is suggested,18:3:8,10.1002/asi.24578,6
Pub is suggested,18:3:8,10.1109/vis47514.2020.00052,6
Pub is suggested,18:3:8,10.1145/3411764.3445145,6
Pub is suggested,18:3:8,10.1109/tvcg.2018.2873011,6
Pub is suggested,18:3:8,10.1109/tvcg.2019.2934667,6
Pub is suggested,18:3:8,10.1109/pacificvis.2014.47,6
Pub is suggested,18:3:8,10.1109/pacificvis.2015.7156366,6
Pub is suggested,18:3:8,10.3390/jpm12091359,6
Pub is suggested,18:3:8,10.1145/3231622.3231641,6
Pub is suggested,18:3:8,10.1007/s12650-015-0323-9,6
Pub is suggested,18:3:8,10.1109/tvcg.2018.2865022,6
Pub is suggested,18:3:8,10.1007/s00371-019-01721-7,6
Pub is suggested,18:3:8,10.1007/978-3-642-41335-3_29,6
Pub is suggested,18:3:8,10.1109/tvcg.2017.2752166,6
Pub is suggested,18:3:8,10.1145/223904.223913,6
Pub is suggested,18:3:8,10.1145/2212776.2212796,6
Pub is suggested,18:3:8,10.1002/asi.24623,6
Pub is suggested,18:3:8,10.1017/cbo9780511809071,6
Suggestions updated,18:3:9,,6
Activate Paper,18:3:13,10.1002/asi.20317,6,Activated in: selected
DOI clicked,18:3:16,10.1002/asi.20317,
Pub excluded,18:3:23,10.1002/asi.20317,6,suggested,1
Pub is suggested,18:3:25,10.1109/tvcg.2016.2598667,6
Pub is suggested,18:3:25,10.1109/tvcg.2012.252,6
Pub is suggested,18:3:25,10.1002/asi.22652,6
Pub is suggested,18:3:25,10.1145/3399715.3399830,6
Pub is suggested,18:3:25,10.1073/pnas.0507655102,6
Pub is suggested,18:3:25,10.1109/access.2019.2929754,6
Pub is suggested,18:3:25,10.1111/j.1467-8659.2011.01921.x,6
Pub is suggested,18:3:25,10.1145/3531073.3534466,6
Pub is suggested,18:3:25,10.1109/tvcg.2018.2834341,6
Pub is suggested,18:3:25,10.1145/3406522.3446037,6
Pub is suggested,18:3:25,10.1109/tvcg.2010.85,6
Pub is suggested,18:3:25,10.1109/access.2022.3153027,6
Pub is suggested,18:3:25,10.1007/s12650-020-00688-1,6
Pub is suggested,18:3:25,10.1109/tvcg.2012.324,6
Pub is suggested,18:3:25,10.1016/j.cag.2022.02.005,6
Pub is suggested,18:3:25,10.1145/1056808.1057069,6
Pub is suggested,18:3:25,10.1145/223904.223912,6
Pub is suggested,18:3:25,10.1109/tvcg.2013.167,6
Pub is suggested,18:3:25,10.1109/mcg.2011.103,6
Pub is suggested,18:3:25,10.1109/snams53716.2021.9732139,6
Pub is suggested,18:3:25,10.1057/palgrave.ivs.9500156,6
Pub is suggested,18:3:25,10.15701/kcgs.2016.22.5.27,6
Pub is suggested,18:3:25,10.1007/978-3-642-41335-3_29,6
Pub is suggested,18:3:25,10.1007/s12650-017-0462-2,6
Pub is suggested,18:3:25,10.1007/s00371-019-01721-7,6
Pub is suggested,18:3:25,10.1007/978-981-15-4409-5_63,6
Pub is suggested,18:3:25,10.1109/tvcg.2013.162,6
Pub is suggested,18:3:25,10.1109/icdim.2009.5356798,6
Pub is suggested,18:3:25,10.1145/1255175.1255179,6
Pub is suggested,18:3:26,10.1017/cbo9780511809071,6
Pub is suggested,18:3:26,10.1109/tvcg.2018.2873011,6
Pub is suggested,18:3:26,10.3390/informatics4020011,6
Pub is suggested,18:3:26,10.1145/3356422.3356430,6
Pub is suggested,18:3:26,10.1002/asi.24578,6
Pub is suggested,18:3:26,10.1109/vis47514.2020.00052,6
Pub is suggested,18:3:26,10.1145/3411764.3445145,6
Pub is suggested,18:3:26,10.1109/tvcg.2019.2934667,6
Pub is suggested,18:3:26,10.1109/pacificvis.2014.47,6
Pub is suggested,18:3:26,10.1007/s11192-009-0146-3,6
Pub is suggested,18:3:26,10.1109/pacificvis.2015.7156366,6
Pub is suggested,18:3:26,10.1002/asi.24623,6
Pub is suggested,18:3:26,10.1109/tvcg.2017.2752166,6
Pub is suggested,18:3:26,10.3390/jpm12091359,6
Pub is suggested,18:3:26,10.1109/tvcg.2018.2865022,6
Pub is suggested,18:3:26,10.1145/223904.223913,6
Pub is suggested,18:3:26,10.1007/s12650-015-0323-9,6
Pub is suggested,18:3:26,10.1109/tvcg.2009.202,6
Pub is suggested,18:3:26,10.1145/3231622.3231641,6
Pub is suggested,18:3:26,10.1145/2212776.2212796,6
Pub is suggested,18:3:26,10.1145/3529372.3533286,6
Suggestions updated,18:3:26,,6
Import Pub,18:3:41,10.1088/1367-2630/18/5/051002,6
Update,18:3:41,,7
Pub is suggested,18:3:41,10.1002/asi.22652,7
Pub is suggested,18:3:41,10.1109/tvcg.2012.252,7
Pub is suggested,18:3:41,10.1109/tvcg.2016.2598667,7
Pub is suggested,18:3:41,10.1145/3399715.3399830,7
Pub is suggested,18:3:41,10.1073/pnas.0507655102,7
Pub is suggested,18:3:41,10.1145/3406522.3446037,7
Pub is suggested,18:3:41,10.1111/j.1467-8659.2011.01921.x,7
Pub is suggested,18:3:41,10.1109/tvcg.2010.85,7
Pub is suggested,18:3:41,10.1145/1056808.1057069,7
Pub is suggested,18:3:41,10.1109/access.2022.3153027,7
Pub is suggested,18:3:41,10.1145/3531073.3534466,7
Pub is suggested,18:3:41,10.1109/tvcg.2013.167,7
Pub is suggested,18:3:41,10.1109/tvcg.2018.2834341,7
Pub is suggested,18:3:41,10.1109/tvcg.2012.324,7
Pub is suggested,18:3:41,10.1109/access.2019.2929754,7
Pub is suggested,18:3:41,10.1145/223904.223912,7
Pub is suggested,18:3:41,10.1007/s12650-020-00688-1,7
Pub is suggested,18:3:41,10.1016/j.cag.2022.02.005,7
Pub is suggested,18:3:41,10.1109/pacificvis.2014.47,7
Pub is suggested,18:3:41,10.1007/s11192-009-0146-3,7
Pub is suggested,18:3:41,10.1109/mcg.2011.103,7
Pub is suggested,18:3:41,10.1007/s12650-017-0462-2,7
Pub is suggested,18:3:41,10.1109/tvcg.2017.2752166,7
Pub is suggested,18:3:41,10.1109/tvcg.2019.2934667,7
Pub is suggested,18:3:41,10.1007/978-981-15-4409-5_63,7
Pub is suggested,18:3:41,10.1109/pacificvis.2015.7156366,7
Pub is suggested,18:3:41,10.1109/tvcg.2009.202,7
Pub is suggested,18:3:41,10.1109/icdim.2009.5356798,7
Pub is suggested,18:3:41,10.1007/s12650-015-0323-9,7
Pub is suggested,18:3:41,10.3390/jpm12091359,7
Pub is suggested,18:3:41,10.1109/tvcg.2018.2865022,7
Pub is suggested,18:3:41,10.1145/3411764.3445145,7
Pub is suggested,18:3:41,10.1109/tvcg.2013.162,7
Pub is suggested,18:3:41,10.1145/223904.223913,7
Pub is suggested,18:3:41,10.1109/tvcg.2018.2873011,7
Pub is suggested,18:3:41,10.1109/vis47514.2020.00052,7
Pub is suggested,18:3:41,10.1007/978-3-642-41335-3_29,7
Pub is suggested,18:3:41,10.15701/kcgs.2016.22.5.27,7
Pub is suggested,18:3:41,10.1109/snams53716.2021.9732139,7
Pub is suggested,18:3:41,10.1007/s00371-019-01721-7,7
Pub is suggested,18:3:41,10.1002/asi.24578,7
Pub is suggested,18:3:41,10.1017/cbo9780511809071,7
Pub is suggested,18:3:41,10.1145/2212776.2212796,7
Pub is suggested,18:3:41,10.3390/informatics4020011,7
Pub is suggested,18:3:41,10.1109/tvcg.2013.212,7
Pub is suggested,18:3:41,10.1057/palgrave.ivs.9500156,7
Pub is suggested,18:3:41,10.1145/3356422.3356430,7
Pub is suggested,18:3:41,10.1002/asi.24623,7
Pub is suggested,18:3:41,10.1145/1255175.1255179,7
Pub is suggested,18:3:41,10.1145/3231622.3231641,7
Suggestions updated,18:3:42,,7
Pub excluded,18:4:10,10.1002/asi.24171,7,selected,1
Pub is suggested,18:7:18,10.1145/3531073.3534466,6
Pub is suggested,18:7:18,10.1007/s12650-020-00688-1,6
Pub is suggested,18:7:18,10.1109/access.2019.2929754,6
Pub is suggested,18:7:18,10.1002/asi.22652,6
Pub is suggested,18:7:18,10.1109/access.2022.3153027,6
Pub is suggested,18:7:18,10.1111/j.1467-8659.2011.01921.x,6
Pub is suggested,18:7:18,10.1109/tvcg.2010.85,6
Pub is suggested,18:7:18,10.1109/tvcg.2012.252,6
Pub is suggested,18:7:18,10.1109/tvcg.2018.2834341,6
Pub is suggested,18:7:18,10.1109/tvcg.2016.2598667,6
Pub is suggested,18:7:19,10.1073/pnas.0507655102,6
Pub is suggested,18:7:19,10.1145/3399715.3399830,6
Pub is suggested,18:7:19,10.1007/978-3-642-41335-3_29,6
Pub is suggested,18:7:19,10.1016/j.cag.2022.02.005,6
Pub is suggested,18:7:19,10.1109/tvcg.2013.167,6
Pub is suggested,18:7:19,10.1109/tvcg.2013.212,6
Pub is suggested,18:7:19,10.1145/223904.223912,6
Pub is suggested,18:7:19,10.1145/2212776.2212796,6
Pub is suggested,18:7:19,10.1007/s00371-019-01721-7,6
Pub is suggested,18:7:19,10.15701/kcgs.2016.22.5.27,6
Pub is suggested,18:7:19,10.3390/informatics4020011,6
Pub is suggested,18:7:19,10.1109/tvcg.2009.202,6
Pub is suggested,18:7:19,10.1109/tvcg.2017.2752166,6
Pub is suggested,18:7:19,10.1109/tvcg.2019.2934667,6
Pub is suggested,18:7:19,10.1109/pacificvis.2015.7156366,6
Pub is suggested,18:7:19,10.1109/pacificvis.2014.47,6
Pub is suggested,18:7:19,10.1007/978-981-15-4409-5_63,6
Pub is suggested,18:7:19,10.1007/s12650-015-0323-9,6
Pub is suggested,18:7:19,10.1145/3231622.3231641,6
Pub is suggested,18:7:19,10.1007/s12650-017-0462-2,6
Pub is suggested,18:7:19,10.1145/1255175.1255179,6
Pub is suggested,18:7:19,10.1109/tvcg.2018.2865022,6
Pub is suggested,18:7:19,10.1017/cbo9780511809071,6
Pub is suggested,18:7:19,10.1109/icdim.2009.5356798,6
Pub is suggested,18:7:19,10.1145/3411764.3445145,6
Pub is suggested,18:7:19,10.1109/tvcg.2018.2873011,6
Pub is suggested,18:7:19,10.1109/tvcg.2012.324,6
Pub is suggested,18:7:19,10.1145/3356422.3356430,6
Pub is suggested,18:7:19,10.1145/1056808.1057069,6
Pub is suggested,18:7:19,10.1057/palgrave.ivs.9500156,6
Pub is suggested,18:7:19,10.1145/3406522.3446037,6
Pub is suggested,18:7:19,10.1109/tvcg.2013.162,6
Pub is suggested,18:7:19,10.3390/jpm12091359,6
Pub is suggested,18:7:19,10.1109/mcg.2011.103,6
Pub is suggested,18:7:19,10.1145/3491102.3501905,6
Pub is suggested,18:7:19,10.1007/3-540-45735-6_1,6
Pub is suggested,18:7:19,10.3390/buildings12050516,6
Pub is suggested,18:7:19,10.1109/access.2018.2815030,6
Pub is suggested,18:7:19,10.1057/palgrave.ivs.9500049,6
Pub is suggested,18:7:19,10.1109/icict.2007.375347,6
Suggestions updated,18:7:20,,6
Update,18:7:40,,6
