event,date,doi,title,author,selectedPublicationsCount,posInSuggestions,activationSourceComponent,actionDetails
Pub added,16:24:36,10.1109/tvcg.2014.2359887,,,,,
Pub added,16:24:36,10.1145/3154862.3154881,,,,,
Pub added,16:24:36,10.1145/3411764.3445421,,,,,
Pub added,16:24:36,10.1145/3173574.3173728,,,,,
Pub added,16:24:36,10.1109/tvcg.2015.2467831,,,,,
Pub added,16:24:36,10.1109/mcg.2015.51,,,,,
Pub added,16:24:36,10.1109/tvcg.2007.70541,,,,,
Pub added,16:24:36,10.1109/mcg.2017.23,,,,,
Pub added,16:24:36,10.1109/tvcg.2014.2352953,,,,,
Pub added,16:24:36,10.1111/cgf.14297,,,,,
Pub added,16:24:36,10.1145/3399715.3399921,,,,,
Pub added,16:24:36,10.1145/3290605.3300363,,,,,
Pub added,16:24:36,10.1111/cgf.13447,,,,,
Pub added,16:24:36,10.1145/2598510.2598558,,,,,
Pub added,16:24:36,10.1145/3290605.3300309,,,,,
Pub added,16:24:36,10.1109/mcg.2015.74,,,,,
Pub added,16:24:36,10.1145/3357236.3395463,,,,,
Pub added,16:24:36,10.1145/3314409,,,,,
Pub added,16:24:36,10.14236/ewic/hci2018.17,,,,,
Pub added,16:24:36,10.1515/icom-2017-0025,,,,,
Pub added,16:24:36,10.1007/978-3-319-67687-6_25,,,,,
Pub added,16:24:36,10.1109/dasc/picom/cbdcom/cyberscitech.2019.00045,,,,,
Pub added,16:24:36,10.1109/mcg.2015.71,,,,,
Update,16:24:36,,,,,,,23
Pub suggested,16:24:46,10.1145/2030112.2030166,Understanding my data_ myself:  supporting self-reflection with ubicomp technologies,Li et al.,23,1,
Pub suggested,16:24:46,10.1145/2556288.2557372,Understanding quantified-selfers' practices in collecting and exploring personal data,Choe et al.,23,2,
Pub suggested,16:24:46,10.1145/1753326.1753409,A stage-based model of personal informatics systems,Li et al.,23,3,
Pub suggested,16:24:46,10.1145/2909132.2909267,Go and Grow:  Mapping Personal Data to a Living Plant,Botros et al.,23,4,
Pub suggested,16:24:46,10.1145/1357054.1357335,Activity sensing in the wild:  a field trial of ubifit garden,Consolvo et al.,23,5,
Pub suggested,16:24:46,10.1145/3546930.3547501,Opportunities and risks for engaging research participants with self-logged menstrual health data,Robertson et al.,23,6,
Pub suggested,16:24:46,10.1109/tvcg.2021.3114798,Exploring the Personal Informatics Analysis Gap: “There's a Lot of Bacon”,Moore et al.,23,7,
Pub suggested,16:24:46,10.1109/mcg.2020.2968244,Reaching Broader Audiences with Data Visualization,Lee et al.,23,8,
Pub suggested,16:24:46,10.1080/23729333.2023.2189431,Cartography &amp; geovisual analytics in personal contexts: designing for the data creator,Nelson,23,9,
Pub suggested,16:24:46,10.1016/j.visinf.2023.01.002,INPHOVIS: Interactive visual analytics for smartphone-based digital phenotyping,Mansoor et al.,23,10,
Pub suggested,16:24:46,10.1145/3504004,Uncovering Personal Histories: a Technology-Mediated Approach to Eliciting Reflection on Identity Transitions,Haimson and Marathe,23,11,
Pub suggested,16:24:46,10.1145/3491102.3517737,Data Every Day: Designing and Living with Personal Situated Visualizations,Bressa et al.,23,12,
Pub suggested,16:24:46,10.1145/3569481,Investigating In-Situ Personal Health Data Queries on Smartwatches,Rey et al.,23,13,
Pub suggested,16:24:46,10.1109/mcg.2021.3115417,What Students Learn with Personal Data Physicalization,Perin,23,14,
Pub suggested,16:24:46,10.1145/3379539,Shelfie:  a Framework for Designing Material Representations of Physical Activity Data,Khot et al.,23,15,
Pub suggested,16:24:46,10.1145/3313831.3376462,Brooke Leave Home: Designing a Personalized Film to Support Public Engagement with Open Data,Concannon et al.,23,16,
Pub suggested,16:24:46,10.1145/3357236.3395475,"A Postcard from Your Food Journey in the Past"  Promoting Self-Reflection on Social Food Posting,Sun et al.,23,17,
