event,date,doi,title,author,selectedPublicationsCount,posInSuggestions,activationSourceComponent,actionDetails
Pub added,10:28:49,10.1016/j.visinf.2019.03.002,,,,,
Pub added,10:28:49,10.1109/tvcg.2017.2744818,,,,,
Pub added,10:28:49,10.1007/s00371-018-1500-3,,,,,
Pub added,10:28:49,10.1186/1471-2105-16-s11-s5,,,,,
Pub added,10:28:49,10.3390/app122211386,,,,,
Pub added,10:28:49,10.1007/s00371-022-02648-2,,,,,
Pub added,10:28:49,10.1109/tvcg.2018.2864477,,,,,
Pub added,10:28:49,10.1631/fitee.1900549,,,,,
Pub added,10:28:49,10.1109/tvcg.2017.2745085,,,,,
Pub added,10:28:49,10.1109/tvcg.2012.277,,,,,
Pub added,10:28:49,10.1109/tvcg.2020.3002166,,,,,
Pub added,10:28:49,10.1109/tvcg.2022.3209423,,,,,
Pub added,10:28:49,10.1109/vast.2012.6400492,,,,,
Pub added,10:28:49,10.1111/j.1467-8659.2012.03108.x,,,,,
Pub added,10:28:49,10.1117/12.810093,,,,,
Update,10:28:49,,,,,,,15
Pub suggested,10:28:54,10.1111/cgf.14034,The State of the Art in Enhancing Trust in Machine Learning Models with the Use of Visualizations,Chatzimparmpas et al.,15,1,
Pub suggested,10:28:54,10.1007/s41095-020-0191-7,A survey of visual analytics techniques for machine learning,Yuan et al.,15,2,
Pub suggested,10:28:54,10.1111/cgf.13406,Towards User‐Centered Active Learning Algorithms,Bernard et al.,15,3,
Pub suggested,10:28:54,10.1145/3439333,A Taxonomy of Property Measures to Unify Active Learning and Human-centered Approaches to Data Labeling,Bernard et al.,15,4,
Pub suggested,10:28:54,10.1111/cgf.14329,A Survey of Human‐Centered Evaluations in Human‐Centered Machine Learning,Sperrle et al.,15,5,
Pub suggested,10:28:54,10.1145/3429448,QuestionComb: a Gamification Approach for the Visual Explanation of Linguistic Phenomena through Interactive Labeling,Sevastjanova et al.,15,6,
Pub suggested,10:28:54,10.1007/s12650-019-00580-7,An interactive visual analytics approach for network anomaly detection through smart labeling,Fan et al.,15,7,
Pub suggested,10:28:54,10.1145/3301275.3302280,Towards rapid interactive machine learning:  evaluating tradeoffs of classification without representation,Arendt et al.,15,8,
Pub suggested,10:28:54,10.1145/2836034.2836035,A visual active learning system for the assessment of patient well-being in prostate cancer research,Bernard et al.,15,9,
Pub suggested,10:28:54,10.1109/icdmw.2010.181,User-Based Active Learning,Seifert and Granitzer,15,10,
Pub suggested,10:28:54,10.1109/tvcg.2020.2995100,Interactive Steering of Hierarchical Clustering,Yang et al.,15,11,
Pub suggested,10:28:54,10.1109/vis47514.2020.00016,PRAGMA: Interactively Constructing Functional Brain Parcellations,Bayrak et al.,15,12,
Pub suggested,10:28:54,10.1145/3430036.3430058,The machine learning model as a guide:  pointing users to interesting instances for labeling through visual cues,Grimmeisen and Theissler,15,13,
Pub suggested,10:28:54,10.1145/3430036.3430060,Cluster-clean-label:  an interactive machine learning approach for labeling high-dimensional data,Beil and Theissler,15,14,
Pub suggested,10:28:54,10.1109/ic3i46837.2019.9055513,Understanding the Emergence and Importance of Blockchain-based Cyber-physical Social Machines: a Proposal,Sathiyanarayanan and Sokkanarayanan,15,15,
Pub suggested,10:28:54,10.1007/s00371-019-01673-y,TimeCluster: dimension reduction applied to temporal data for visual analytics,Ali et al.,15,16,
Pub suggested,10:28:54,10.1145/3242587.3242596,The Exploratory Labeling Assistant:  Mixed-Initiative Label Curation with Large Document Collections,Felix et al.,15,17,
Pub suggested,10:28:54,10.1016/j.neucom.2014.09.062,Cluster Sculptor_ an interactive visual clustering system,Bruneau et al.,15,18,
Pub suggested,10:28:54,10.1109/vast.2011.6102449,Observation-level interaction with statistical models for visual analytics,Endert et al.,15,19,
Pub suggested,10:28:54,10.1007/978-3-642-21602-2_67,Improving the Usability of Hierarchical Representations for Interactively Labeling Large Image Data Sets,Moehrmann et al.,15,20,
Pub suggested,10:28:54,10.1109/jstsp.2011.2139193,A Survey of Active Learning Algorithms for Supervised Remote Sensing Image Classification,Tuia et al.,15,21,
Pub suggested,10:28:54,10.1109/icme.2006.262442,Sampling Strategies for Active Learning in Personal Photo Retrieval,Wu et al.,15,22,
Pub suggested,10:28:54,10.1109/mc.2002.1016905,Interactively exploring hierarchical clustering results [gene identification],Jinwook Seo and Shneiderman,15,23,
Pub suggested,10:28:54,10.1016/0377-0427(87)90125-7,Silhouettes: a graphical aid to the interpretation and validation of cluster analysis,Rousseeuw,15,24,
Pub suggested,10:28:54,10.1007/bf02289565,Multidimensional scaling by optimizing goodness of fit to a nonmetric hypothesis,Kruskal,15,25,
Pub suggested,10:28:54,10.1016/j.compeleceng.2023.108624,VizOPTICS: Getting insights into OPTICS via interactive visual analysis,Wu et al.,15,26,
Pub suggested,10:28:54,10.3389/fbinf.2023.1153800,ModEx: a general purpose computer model exploration system,Younesy et al.,15,27,
Pub suggested,10:28:54,10.1145/3491102.3517612,OneLabeler: a Flexible System for Building Data Labeling Tools,Zhang et al.,15,28,
Pub suggested,10:28:54,10.1145/3546155.3546701,Requirements and Concepts for Interactive Media Retrieval User Interfaces,de Jesus Oliveira et al.,15,29,
Pub suggested,10:28:54,10.1016/j.ress.2021.107864,Predictive maintenance enabled by machine learning: Use cases and challenges in the automotive industry,Theissler et al.,15,30,
Pub suggested,10:28:54,10.1109/vds51726.2020.00006,LEGION: Visually compare modeling techniques for regression,Das and Endert,15,31,
Pub suggested,10:28:54,10.1109/vast47406.2019.8986943,Interactive Correction of Mislabeled Training Data,Xiang et al.,15,32,
Pub suggested,10:28:54,10.3390/ijgi7020065,Visually-Enabled Active Deep Learning for (Geo) Text and Image Classification: a Review,Yang et al.,15,33,
Pub suggested,10:28:54,10.1109/tvcg.2017.2745258,Towards a Systematic Combination of Dimension Reduction and Clustering in Visual Analytics,Wenskovitch et al.,15,34,
Pub suggested,10:28:54,10.1007/s12650-018-0531-1,Recent research advances on interactive machine learning,Jiang et al.,15,35,
